id,title,abstract,keywords,
13356,提高分析化学实验课教学质量的几点思考,分析化学实验课程是联系分析化学理论与实际应用的重要桥梁。针对分析化学实验教学中基础操作欠佳，传统实验教学占主导，欠缺实验反馈、鼓励机制等问题，通过理论与实验相结合，加强实验全过程监督，倡导多模式实验教学，增设实验教学反馈、鼓励机制等措施，增强了实验操作技能，培养了学生对分析化学实验课的兴趣，提高了学生自主学习能力。,分析化学实验;实验教学;实验改革,
13357,水分析化学课程教学改革研究,水分析化学是给排水科学与工程专业重要的专业基础课。针对课程传统教学模式中学习认识目的模糊、理论教学与实践脱节、理论教学内容枯燥单一、评价体系合理性有待完善等问题，应从课程认识、教学形式、科研支撑、考评体系等方面进行改革，以提高课程教学质量。,水分析化学;教学改革;教学质量,
13358,以应用为导向分析化学专业产学研培养教学新模式,分析化学专业作为化学、医药、生物等许多行业的重要需求专业，需要强调其应用性和实践性培养的重要性，在此基础上剖析了目前分析化学专业培养过程中存在的问题，并针对这些关键问题提出分析化学专业教学改革措施及其人才培养实现目标。,分析化学;应用型;产学研合作,
13359,基于慕课的分析化学实验教学改革探索与研究,慕课(MOOC)将成为高校课程教学发展的重要趋势之一。分析化学实验是分析化学课程教学的重要组成部分，对培养学生的实践能力、科学素养及创新能力具有重要作用。本文初步探讨本校现有分析化学实验教学模式存在的问题，以及慕课在今后分析化学实验教学中的应用及思考。,慕课;分析化学;教学;实验,
13360,构建多层次、宽覆盖《分析化学》课程教学体系的探讨,本文针对目前《分析化学》课程教学体系中存在的覆盖面广、专业要求不一的问题，结合综合性二本院校(以烟台大学为例)教学中的实际状况，探讨了优化教学资源、建立多层次、宽覆盖和可持续发展的《分析化学》课程体系的策略。,分析化学;课程体系;多层次;宽覆盖,
13361,分析化学实验教学方法的思考与探讨,实验教学是化学专业理论课程学习的一个重要辅助手段，是学科培养高素质创新人才的有效支撑。分析化学实验是分析化学学科的重要组成，对于学生学习分析方法，理解 量 的概念，以及培养学生的动手能力、逻辑思维与创新能力、处理解决问题能力等意义重大。本文结合作者在分析化学实验课程教学中的实践经验，提出一些针对分析化学实验教学方法优化的建议和探讨，旨在提高分析化学实验教学质量，加强学生综合素质培养。,分析化学;实验教学;教学方法;能力培养,
13362,高职分析化学实验基于学生职业能力培养的教学改革,高职教育教学要突出学生职业能力培养，特别是实践型课程。分析化学实验教学要结合学生所学专业的特点，与专业课挂钩，基于学生的职业能力培养进行教学改革。,分析化学;实验教学;职业能力,
13366,分析化学过去、现在和展望,作者首先叙述了分析化学的源起，认为这门科学与人类文明文化，如青铜、黄铜冶炼、酿酒等大有关系。继出现东、西方的丹金术、欧洲中世纪的大试金术。后者可称为现代分析化学的前驱。适十七八世纪现代化学之兴起，分析化学起了主要作用。嗣后重量法、容量法、比色法、分光光度法、发射光谱法、极谱法、质谱法、层析法等等相继出现。这些方法可分为两大类——即化学法和仪器法。二者各有其优缺点;需要相辅相成，而决不是对立、排挤。另一方面，常量法之后又出现微量法和痕量分析。最后为分析化学在我国健康成长提出一些看法和意见。,分析化学;发展史;仪器分析;微量分析;痕量分析,
13369,现代分析化学与化学计量学,本文对现代分析化学的基本特征及与其分支学科分析化学计量学的关系进行了较详细的讨论。在此基础上，综述了目前发展迅猛的多元校正与多元分辨的化学计量学算法。,现代分析化学;化学计量学;多元校正;多元分辨;复杂多组分体系;评述,
13370,"更新高等教育思想,改革高师分析化学课程",针对高师化学课程体系存在的内容重复设置、重理论轻实践及不利于学生能力培养的弊端 ，对分析化学理论和实验课教学从教学内容和学时安排等方面进行了一系列改革 ，收到了较好的教学效果 .,化学;课程体系;分析化学;改革,
13371,分析化学课程的教学改革与实践,目的探索分析化学及其分析化学实验教学的改革之路.方法通过分析目前国内该课程的发展现状和存在的问题，结合教学实践，提出教学改革的方法、措施和方案.结果减少了分析化学课程中教学内容不必要的重复，增加了教学容量，体现了理论与实验的紧密结合.结论改革后有利于强化教师的业务素质和科研能力，有利于培养学生的综合素质和创新意识，有利于提高教学质量和教学效果.,分析化学;教学改革;实践,
13372,国家“十一五”规划教材《分析化学》的构建,国家 十一五 规划教材《分析化学》，适当反映分析化学的新发展和新成就等前沿性内容，结合农林教学、科研和生产实践，增加了各种分析方法在农林领域的应用，强化分析化学的实用性，增强了知识的可应用性，突出农业院校基础课教材的特色。,分析化学;教材;特点;指导思想,
13373,药学类文科性质专业分析化学课程教学改革的几点体会,探索药学类文科性质专业的分析化学课程教学改革的有效措施。通过教学内容、教学手段与方式等多方面的举措，切实有效调动学生学习积极性，培养其良好学习习惯，从而改善教学效果。,药学类;分析化学;教学改革,
13377,分析化学网络教学系统的开发,分析了分析化学网络教学系统开发的现状及应用价值，提出了开发分析化学网络教学系统的理念，较详细地介绍了所开发系统的主要结构和特点。,分析化学;网络教学;试题库,
13378,思维导图在无机及分析化学教学中的应用研究,无机及分析化学是近化学专业学生一门重要的专业基础课。本论文详细分析了无机及分析在教学过程中所面临的主要问题;结合思维导图技术及具体的教学内容，详细阐明了思维导图技术的应用对于改革无机及分析化学的教学方法和教学手段，提高无机及分析化学的教学效果的重要性及必要性。同时以作者本人在无机及分析化学教学中应用思维导图技术的教学实践，从实践的角度阐明了思维导图技术对促进无机及分析化学教学效果的促进作用。,思维导图;无机及分析化学;教学,
13379,关于提高分析化学教学质量的心得与体会,本文针对分析化学学科特点，结合分析化学教学实践，阐述了提高分析化学教学质量的心得与体会。,分析化学;教学质量;心得与体会,
13380,高等分析化学课程教学探索与实践,结合多年的教学经验，对高等分析化学课程的定位、教材建设以及如何提高教学效果等提出了自己的观点。,高等分析化学;教学探索;多媒体教学,
13388,建立微信公众平台促进分析化学教学效果,针对分析化学课程特点及微信教学优势，提出微信公众平台作为辅助教学手段，可大大提高分析化学教学效果。结合分析化学教学平台的建设实践，探讨微信公众平台作为分析化学辅助教学手段的可行性、必要性和促进分析化学教学效果的意义。,分析化学;微信公众平台;教学平台,
13389,分析化学在应用型本科院校中教学与考核模式的改革之初探,分析化学是一门重要的化学基础课程，讲述的是种分析理念，分析方法以及现代仪器分析技术，有着较强的实用性与重要性。因此如何让学生学好分析化学是本科院校教学任务中的一个重要课题。本文主要讲述分析化学在现行应用型本科院校中教学与考核模式出现的弊端，并对教学与考核模式的改革进行了探索，提出了相关建议。,分析化学;弊端;教学改革;考核方式;实验,
13391,高职院校分析化学实训指导教师队伍的建设,建设一支高素质技能型的实训指导教师是培养高素质技能型学生的首要前提，是高职院校实践教学质量的重要保障。高职院校分析化学实训指导教师应具备优秀的心理素质，制定具体的实训教学计划，在实训过程中严格细致地指导学生。建设分析化学实训指导教师应从严格入门制度的建立、企业能工巧匠的聘任、技能大比拼三个方面来进行。,实训指导教师;建设;分析化学,
13397,分析化学双语教学中创新性和国际性素质培养,在高等院校开展分析化学双语教学是现阶段的必然选择。本文探讨了分析化学双语教学的实施模式，结合创新性和国际性培养目标和双语教学的经验提出了分析化学双语教学改革的思路和方法。采用以实验设计为导向、以科学研究为辅助的教学模式，既可以激发学生的专业学习兴趣和主观能动性，又能提高专业英语的应用水平，为培养创新性和国际性素质人才奠定了良好基础。,分析化学;双语教学;实验设计;科学研究,
13398,构建主义融入分析化学实验教学课堂中探究,分析化学实验教学融入构建主义理论，可增强学生自主能力学习，强化学生在已有的理论知识基础，和结合亲手动手操作实验，从而构建组合知识。构建主义融入分析化学实验教学课堂，将改变实验教学模式，可使学生在实验教学特定情境中，很好完善掌知识体系，将提高实验教学效果。,构建主义;分析化学实验教学;自主能力;教学效果,
13408,以“卓越工程师”培养为导向的中医药院校药学专业立体化分析化学实验教学体系的改革研究与实践,在药学 卓越计划 的人才培养背景下，以药学卓越工程师培养为导向的药学人才培养目标下，针对当前中医药院校分析化学实验教学的现状以及在改革进程中所遇到的问题，结合中医药院校实验教学改革的实践经验，以江西中医药大学分析化学实验教学体系改革为研究对象，对中医药院校分析化学学科实验教学体系改革的理念与策略进行思考和探索，构建分层次递进的实体实验教学体系与虚拟仿真实验相结合的立体化分析化学实验创新教学体系，培养学生的科研思维能力和科研创新意识，实现面向世界、面向未来和面向现代化的卓越药学工程师的人才教育目标。,卓越工程师;中医药院校;药学专业;分析化学实验;教学体系;改革研究,
13412,探讨大学分析化学的实验教学改革,分析化学实验教学既要重基础，做到通晓化学;更要重实践，做到手法灵便.教学实践表明，通过增强化学学科间的有效沟通和科学设置实验课程，对促进学生通晓化学，熟悉规范操作，提高操作技能，科学处理数据，真正做到手法灵便能起到积极作用.,通晓化学;手法灵便;分析化学;实验教学改革,
13415,高等学校分析化学教学改革初探,分析化学是高等学校化学化工专业的一门重要的基础课程。随着科技的发展与人才培养模式的改变，分析化学课程教学改革面临着严峻的挑战。本文针对我校分析化学课程教学的特点，提出了一系列改革措施。,分析化学;课程教学;改革措施,
13422,药物分析,本文对国内药物分析在１９９２～１９９３年间的主要进展作了评述。内容集中于分光光度法、高效液相色谱法、气相色谱法、薄层色谱法、电化学分析法及其它分析方法等。共引用文献９３５篇。,药物分析;综述,
13423,展望二十一世纪的分析科学,通过回顾二十世纪分析化学的发展道路 ，发现其中体现了科学与技术发展的辨证关系 ，以此规律并结合新时代的要求来展望二十一世纪的分析科学的发展 ，并对二十一世纪分析科学的教学与人才的培养提出了一些设想,科学与技术;分析化学;分析科学;化学信息;化学计量学,
13442,高职分析化学教师能力素质要求探析,本文通过对高职院校分析化学教师队伍的现状分析，对高职分析化学教师所应具备的素质、能力等方面提出新的要求，进行重新定位，并针对分析化学相关岗位的当前形势，提出教师培养的具体措施，为分析化学课程体系建设提供有利的师资保障。,"高职,分析化学教师;能力素质;措施",
13452,高等医药《分析化学》网络考试系统研究,<正>《分析化学》是高等医药院校药学类各专业的重要基础课和主干课程之一。近年来随着本科教育的发展，本科招生人数迅速增多，但教师数量没有显著增加，教师工作量普遍增大，导致传统分析化学考试的命题、监考、评卷、成绩查阅、结果统计工作量明显增大，不仅浪费大量人力、物力和财力，且工作十分烦琐，容易出错[1-4]。Internet技术发展十分迅速，网络化在线考试系统是大势所趋，其能减轻教师命题和评卷工作量。因建立在国际互联网上客户,在线考试系统;分析化学;试题库,
13454,高职高专中药专业分析化学实验的教学探讨,实践技能的锻炼是高职高专办学的特色，分析化学实验不仅能帮助学生学习理论知识，而且能提高学生的实践动手能力。以中药学专业特点为导向，必须完善分析化学实验的教学内容，改进教学方法，为学生学习专业课打下坚实基础。,高职中药专业;分析化学实验;现状分析,
13455,酸碱溶液的质子条件及其应用,探讨了用零基准法书写质子条件，指出了在计算酸碱PH等方面的应用，对无机及分析化学教学具有指导意义。根据酸碱反应是质子转移的结果，用零基准法书写质子条件式，分五个步骤，并从弱酸溶液、弱碱溶液和弱酸、弱碱盐溶液进行举例说明，然后从质子条件来计算弱酸、弱碱溶液的pH来说明其应用。,酸碱溶液;质子条件;零基准法;pH;无机化学;分析化学,
13456,基于创新人才培养的分析化学教学改革,文章选择创新人才培养条件下的分析化学教学改革为本次研究的重点内容，结合笔者实践经验，首先介绍高校分析化学教学制约性因素，再对创新人才培养环境下的分析化学教学改革程序进行深入剖析，期待通过优化分析化学教学改革路径，对日后分析化学教学实践活动的开展提供参考建议。,创新人才;培养;分析化学;教学改革,
13461,基于石油化工专业特色的分析化学实验教学改革初探,分析化学实验是研究物质的组成、含量、结构和形态的分析方法及理论的一门科学，是化工专业一门重要的课程。现有的分析化学实验课程的项目设置比较突出基础理论，教学模式比较陈旧，没有突出化工专业特色，培养学生的教学效果不够理想，难以适应新时期企业对化工人才的需要。因此有必要进行分析化学实验的教学改革。本课程的教学改革主要分为5个方面，包括设置专业特色的实验、专业教师辅助实验教师授课、双语教学、使用英文实验教材以及使用新的教学模式。,化工专业;分析化学;实验;教学改革,
13462,浅谈药学专业分析化学实验教学,分析化学实验是临床药学类专业的重要基础课程。做好分析化学实验教学对于提高临床药学专业学生的实践操作能力和综合设计能力具有至关重要的作用。为了做好分析化学实验教学工作，文章结合实际对药学专业分析化学实验教学中存在的问题加以分析，提出改变药学专业分析化学实验教学现状，提高分析化学实验教学质量的几项策略，以供参考。,药学专业分析化学实验教学;学生;策略,
13463,绿色分析化学原理与技术综述,作为一门新兴学科，绿色分析化学主要是将绿色化学原理应用在新分析方法和技术设计之中，以此来降低化学品的危害性，使化学品的污染在环境承受范围内。当然，要想做到这点，需要我们真正理解绿色分析化学原理与技术，进而深入研究，使之能够有效的分离、处理化学品。基于此，本文将立足于绿色分析化学，通过了解绿色分析化学的特征，在此基础上探究绿色分析化学的原理与技术，希望对其有更为深入的了解，为促进绿色分析化学更好发展创造条件。,绿色分析化学;原理;样品前处理;分离富集,
13464,分析化学教学改革与课程建设研究,分析化学是高等院校应用化学和材料化学等专业的基础课程之一，是学生必须要掌握的内容，是学生今后就业和求职的保障。然而，现阶段分析化学教学改革则不容乐观，存在很多问题，这些问题的存在不利于分析化学教学改革水平的提升，甚至还会对学生的成长成才带来一定的阻碍。因此，我们应当采取有效措施，实现分析化学教学改革与课程建设，为分析化学教学水平的提升奠定理论技术。,分析化学;教学改革;课程建设,
13466,浅谈食品安全检测中分析化学技术的应用,开发化学技术的目的是应用，发挥其自身的作用。当前食品安全成为普遍关心的问题，而分析化学技术在食品安全检测中作用明显，为此，本文探讨食品安全检测中分析化学技术的应用。首先介绍化学与食品安全的关系，其次，介绍分析化学技术应用过程的注意事项；最后介绍三种典型化学技术的应用，并进行简单展望。,食品安全;化学技术;食品检测,
13467,无机及分析化学动态需求耦合式教学模式研究,提出和分析了无机及分析化学课程教学活动过程中传统和现代多媒体教学方法、教学内容和学生专业以及教学内容与各种新知识之间的三对动态耦合关系。指出这些耦合关系对于无机及分析化学课程的教学开展具有重要作用，能够保证发挥无机及分析化学的基础支撑作用，促进相关专业可持续健康发展，说明三对动态耦合关系对于无机及分析化学教学是可取的。,无机及分析化学;教学模式;耦合关系,
13472,发光分析,本文是《分析试验室》定期评述中“发光分析”课题的第三篇评述文章，它评述在１９９１年１月～１９９４年１２月间我国发光分析的发展概况，内容包括：概述、荧光分析、磷光分析、化学发光和生物发光分析等方面。引用文献６０６篇。,发光分析;综述,
13475,海内外华裔学者携手共创我中华分析化学事业辉煌——出席首届、第二届国际华裔学者分析化学学术会评述,本文对中国当代分析化学的三次最重要学术会议进行了扼要述评，其所概括出的10余条学术发展途径，浓集了海内外众多专家的精辟见解，不仅对四川，且对全国，甚至海内外华裔分析化学工作者都有重要的启示、导向和激励作用。,国际华裔学者会议;分析化学;述评,
13476,分析化学实验专业化初探,分析化学实验专业化就是将学生实践技能、职业能力的培养作为分析化学实验课程的核心目标 ，将分析化学实验教学结合有关专业的特点 ，向专业课渗透 ，使分析化学的实验教学更密切地结合专业教学 ，更好地为专业教学服务,分析化学实验专业化;实践技能;职业能力,
13477,浅谈分析化学课程的教学改革,随着高等教育的快速发展，课程教学改革一直是人们探讨的重要课题.从分析化学的教学实践出发，对分析化学的课程体系、教材建设、教学内容、教学方法、教学手段等方面的改革进行了探讨，取得了较好的效果.,分析化学;教学;改革,
13478,以就业为导向的高职分析化学实验教学改革,分析化学实验教学要结合学生所学专业的职业特点，分析化学实验要向专业课渗透。职业能力在分析化学实验改革中成为核心目标。,分析化学;职业能力;实验教学,
13479,近化学专业的分析化学课程教学改革实践与思考,本文概述了目前近化学专业的分析化学理论和实验教学中存在的一些问题，以提高分析化学课程在近化学专业中的教学效果和质量为主旨，阐述了从 结合专业特点，优化课程教学 出发，在江苏大学开展的近化学专业分析化学课程教学改革实践和思考。,近化学专业;分析化学;专业特点;课程改革,
13482,浅谈学习分析化学的体会,分析化学是对物质的定性与定量分析，是工具化学，与理工科的基础课程。本文作者就如何学好分析化学从正确树立 量 的概念、理论学习、实践学习和知识拓展等四个方面谈自己的学习体会，为理工科专业的学生学习分析化学提供参考。,分析化学;学习体会;理论联系实际;知识拓展,
13485,师范院校“分析化学”课程教学改革的多维度探讨,该文以培养实践性、应用型人才为目标，结合分析化学学科特点及社会发展趋势，针对通化师范学院化学学院的实际情况，着重从 分析化学 课程理论教学体系、教学内容、教学方法，教学手段四个方面进行改革探讨.,分析化学;教学;改革;探讨,
13487,浅谈中职药学专业无机与分析化学基础教学改革的一点体会,<正>中职药学专业《无机与分析化学基础》是将《无机化学》与《分析化学》合在一本教材中。而分析化学是研究物质化学组成的分析方法及有关理论的一门学科，其内容包括定性分析、定量分析和结构分析。分析化学在药学专业中有着极其重要的作用，如药品鉴定、新药研制、药品质量控制及中草药有效成分的分离检测都要用到分析化学的理论知识与实验技能。,中职;药学专业;无机与分析化学基础,
13489,高职院校分析化学课存在的问题及对策,分析化学属于传统意义上的化学学科，在社会文明不断进步和国民经济迅速发展的影响下，分析化学这门学科变得具有旺盛的生命力和深厚的底蕴。它有着其独特而重要的实际应用效果，广泛的应用在化工产业、食品安全监测等领域。在教学过程中，学生们通过系统化、专业化的学习和培训，从而掌握其基本操作以及精准严谨的学术精神，为以后就业打下坚实的基础，增加应聘竞争力。,高职;分析化学;问题;对策,
13491,地方高校建设分析化学省级精品课的实践与思考,对地方高校分析化学省级精品课程建设的定位及内容进行了初步探讨，通过教学实践，提出地方高校在建设分析化学精品课程的过程中，应加强对地方特色产业的专业研究，加强精品课程内容的针对性，以产学结合的方式，培养学生的实践技能，有效提升分析化学精品课程建设水平。,地方高校;分析化学;精品课程,
13495,分析化学项目教学法探索与实践,项目教学法突破传统的教学模式，以企业实际需求为导向，通过师生共同完成一个项目实施教学，能够更好地培养学生的创新能力、提升学生的职业素养。目前，为适应高校转型发展工作试点的开展和应用型、创新性人才培养的迫切需求，我们积极进行了分析化学项目教学的探索与实践，建立了完整而系统的分析化学项目教学方法，并从项目的设计、项目教学的实施、总结和反馈中得到了几点体会，希望为项目教学在其它专业基础课程中的推广应用奠定一定的基础。,项目教学;分析化学;创新性,
13497,高职分析化学课程网络教学的研究与实践,随着信息技术的飞速发展和教学改革的不断深化，网络教学应运而生。同时在 互联网+ 的时代背景下，高职分析化学课程应突破传统的 课堂讲授+实验操作 的教学模式，不断创新教学方式、方法，发挥网络教学的辅助作用，线上与线下相结合，充分调动学生学习的主动性和积极性。在教学实践中要加大网络硬件投入、改善网络教学环境、利用好网络教学平台、丰富网络教学资源、加强互动交流的深度与广度、完善网络教学评价方法、提高教学内容的科学性与趣味性，方便学生自主学习，切实提高分析化学课程的教学质量和教学效率。,高职教育;分析化学;教学平台;教学资源;网络教学;教学实践,
13499,分析化学理论与实验辩证发展教学模式探索,通过剖析分析化学理论与实验教学现状，文章发掘课程的重要性及存在的教学问题，进一步提出关于理论及实验教学创造性结合的改革设想，从思想转变、专业培养、教学创新、考核监督、激发兴趣五个方面进行辩证改革，在实践中探索分析化学辩证发展教学模式，以期培养在科研中能探索创新，在工作中专业扎干的社会需求的全能性高素质分析人才。,分析化学;理论教学;实践教学;创造性结合;人才培养,
13500,分析化学教学改革与课程建设,分析化学是一门关于研究物质的化学组成和结构信息的化学，是高等院校化学，应用化学和材料化学专业及相关专业必修的四大专业基础课程之一，是化学学科的一个重要分支，也是化学，化工，生物，医学等生产研究必需的重要技术之一。当下分析化学的教学定义与分析化学的课程内涵也跟随着社会发展而改变，文章从分析化学这门学科的进展情况及具有的问题入手，其次对分析化学的教学理念，教学内容及教学模式的改革进行了阐述，最后介绍了分析化学的基本知识结构与相关课程建立。,分析化学;教学改革;课程建设,
13501,“521”应用型本科《分析化学实验》教学改革的实践与思考,为适应应用型本科人才培养方案，根据传统分析化学实验课所存在的问题对开课时间、教学方法和考核模式进行了改革和实践.结果表明，改革后学生的学习主动性和动手能力都有所提高.,应用型人才;分析化学实验;教学改革,
13502,高校分析化学教学内容与课程体系的改革研究,伴随社会的发展，传统分析化学的教学内容与课程体系设计难以满足新时期发展的需求，为此对教学内容、方法的改革势在必行，本文首先介绍了分析化学教学内容以及课程体系设计上的不足，之后针对这些不足提出改进建议。,分析化学;改革;建议,
13507,分析化学计量学,本文是《分析试验室》定期评述中“分析化学计量学”专题的第三篇文章，对我国分析化学计量学领域在１９９３年１月至１９９４年１２月间的研究工作作了较为全面的概括和评述。内容包括统计学与统计方法、试验设计与优。化、多元校正、分析信号处理、化学模式识别、模拟、数据库与结构解析以及人工智能等方面，共收集文献２５５篇。,分析化学计量学,
13508,冶金分析,本文是将《分析试验室》定期评述中原重金属分析、轻金属分析、难熔金属分析、贵金属分析合并为冶金分析。评述这一领域内１９９１～１９９３年１季度的国内主要研究工作，并作为该领内的第三次评述。共搜集文献６１１篇。,冶金分析,
13509,分析化学的现状和发展动向,本文介绍当今分析化学领域的现状，分析化学及其交叉学科互相渗透的有关前沿的研究动向.启迪分析化学教育工作者面向当今科学技术的发展，如何改革化学教育，引导学生开阔视野，活跃思维，增强从事化学研究的兴趣和创新精神，培养21世纪化学人才.,分析化学;色谱分析;光谱分析;化学计量学;过程分析化学,
13510,分析化学学科在当今科学研究和国民经济建设中的地位及作用,分析化学是人们获得物质化学组成和结构信息的科学。本文扼要介绍了处于第三次变革时期的现代分析化学的特征，讨论了分析化学学科在当今科学研究和国民经济建设中的地位和作用。它不仅影响着人们物质文明和社会财富的创造，而且还影响着解决人类生存和政治决策的重大社会问题。,分析化学;地位;作用,
13514,医学检验专业分析化学教学改革探讨,根据现代分析化学技术的发展及其对教学所提出的要求，结合检验专业的特点，从教材内容、教学手段和教学方法等方面进行教学改革探讨。在教学实践中，注重检验专业特点，不断更新及拓展分析化学教学内容;构建科学的教学模式，采用先进的PBL教学法，推广案例教学法，提高教学质量;充分利用丰富的多媒体教学手段，借助仿真技术，加深学生对分析化学的感性认知，改善教学效果;切实加强教师自身素质建设。,分析化学;教学改革;医学检验,
13519,医学高等专科学校分析化学课程改革探索,分析化学是医学高等专科学校药学、中药以及检验等专业一门重要的专业基础课，与后续课程的学习有着紧密的联系。笔者针对当前医学专科学校分析化学课程教学存在问题和培养人才要求，文对分析化学课程的教学模式改革进行了初步探索。,医学高等专科学校;分析化学;课程改革;探索,
13527,试论分析化学中的化学分析与仪器分析,分析化学的实用性非常高，为我们的科学发展和日常生活都做出了巨大的贡献，本文主要对分析化学中的两种方式-化学分析和仪器分析进行讨论，主要分析两种分析化学方法存在的差异和相互之间的作用，并表明了化学分析的不可用仪器分析代替的重要性。,分析化学;化学分析;仪器分析,
13528,水分析化学课程的改革与探讨,随着高校高等教育的快速发展，传统的教育模式已经不能满足当今综合型人才的培养模式和发展，作为环境类专业的骨干学科之一，水分析化学课程的改革是一个必然趋势。本文从水分析化学的教学实践出发，对水分析化学的课程体系、教学内容、教学方法、考核手段等方面的改革进行了探讨。,水分析化学;改革;教学,
13529,药物分析专业本科生《分析化学》理论课程教学中的思考,文章就我校药物分析专业本科生分析化学课程设置及教学方法，结合作者多年的教学实践，分析了目前药物分析专业本科分析化学课程教学的现状，指出了主要存在的问题，并针对这些问题提出了一些解决的办法。,分析化学;药物分析;本科生,
13530,对分析化学教学的两点初浅看法,在大学学科中，分析化学是其中一门重要的学科。学生在学习的过程中不仅要具备相应的理论知识，同时还需要在学习中培养自己的分析能力。分析化学的教学不仅对学生的学习具有重要的影响，同时还对教师完成教学任务具有重要的意义。本文就分析化学教学的两点看法进行简单的分析。,分析化学;教学;看法,
13533,TRIZ创新理论在分析化学教学实训中的应用,分析化学是一门重要的化学学科，是衡量科技发展和国力强弱的重要标志。TRIZ创新理论在总结了前人给出的概念、原理和方法的基础上，分析专利和文献，进而将这些原理应用在一些产品和过程创新中，解决其中的难题，对创新设计有较好的指导作用。将TRIZ创新理论应用于分析化学教学实训，能够开阔学生的视野，激发学生的创新意识，培养学生的综合实验能力，还能发挥学生的主体作用。,分析化学;TRIZ;教学实训,
13536,分析化学实验教学改革探索,《分析化学实验》是化工类专业的重要的专业基础课之一，实验教学的教学质量和学习效果在课程教学中尤为重要。本文以《分析化学实验》课程的实际教学为基础，分析了当前我校的分析化学实验现状。分别从教学内容，教学方式和考核方式等方面总结了一些实验教学改革和探索并被有效地应用到实际的教学中。,实验教学;分析化学;教学改革,
13539,应用型高校分析化学精品课程建设探析思考,以应用型高校《分析化学》精品课程的建设为例，从加大人才引进力度、开展教研活动、青年教师培养等方面阐述了《分析化学》课程组师资队伍建设情况，并从教学目标、网络教学环境、教材建设、实践教学改革等几个方面，介绍了精品课程的建设和实践教学的改革成果。,应用型高校;分析化学;精品课程,
13545,分析化学的绿色化,分析化学的绿色化是把绿色化学的原理使用在新的分析方法和技术的设计方面，旨在减轻分析化学对环境的影响.无污染或少污染的绿色分析化学技术将是今后分析化学的一个发展方向.文中介绍了绿色化学的概念、原理、研究现状，分析化学与环境的关系，绿色分析化学的特点及其方法的发展.,绿色化学;分析化学;环境技术,
13546,我校无机及分析化学课程教学改革实践,针对我校原有无机化学、分析化学、有机化学及物理化学课程自成体系、各课程间内容重复、课程开设顺序不尽合理等弊病，参考国内外院校的经验，我们进行了无机及分析化学教学改革及课程建设，实践证明，改革后的无机及分析化学课程不仅能发挥课程原有的优势，而且增大了教学容量，能够适应相关专业的基本要求。,无机及分析化学课程;教学改革;无机化学;分析化学;有机化学;物理化学,
13547,《过程分析化学》教学内容探讨,过程分析化学是一门与实际生产过程密切相关的课程，在我国大学开设该课程的学校尚不多，我们于2010年为本科生开设了《过程分析化学》选修课。本文对该课程的教学内容设置和目前存在的问题进行了讨论，并提出了解决这些问题的方案。,过程分析化学;教学内容,
13551,论分析化学在刑事科学技术专业的现状与发展前景,分析化学是刑事物证技术的基础，只有无限扩大分析化学在刑事科学技术中的比重，才能切实提升刑事物证技术的科学含量，促进刑事科学技术专业的健康发展。本文探讨了分析化学在刑事科学技术专业的现状与未来前景，以期为提升刑事技术教学效能而献计献策。,分析化学;刑事科学技术;现状;发展前景,
13554,高校非化学专业“无机及分析化学”教学中的问题及对策,从教师队伍、教学内容、教学手段以及教学对象等方面出发，以喀什大学生物专业为例，分析了非化学专业的 无机及分析化学 教学中存在的问题，探析了问题产生、存在的根源，并提出提高 无机及分析化学 教学质量的切实可行的对策。,无机及分析化学;教学改革;非化学专业;教学质量,
13555,实践型分析化学实验教学模式的构建研究,指出了分析化学作为基础化学课程，其配套的实验教学也同样具有重要的教学意义，分析了当前分析化学实验教学存在的问题，探讨了实践型分析化学实验教学模式的构建，以期提供参考。,分析化学实验;实验教学;实践,
13558,中药学、药学专业分析化学课程考核方法探讨,分析化学的理论知识和实验技能是中药学和药学各专业必不可少的基础。分析化学具有课程涉及面广、教学周期长、重点难点多、学生学习难度大等特点。为了使学生有更高的学习积极性，提高学生的自主学习能力，我们对分析化学课程的考核方法进行了改革。包括整合分析化学网络教学平台、建立分析化学课程题库等。,分析化学;教学平台;题库建设,
13559,中医药院校分析化学及实验教学的改革与探索,分析化学是中医药院校药学专业开设的基础课程。为了提高中医药院校分析化学及实验教学的教学质量，采用 图式理论 教学模式，加强教师对课程内容的整体把握，从而优化教学，转变学生记忆的方法，激发其学习兴趣，提高学生分析问题、解决问题的综合素质，为进一步提高中医药院校课程教学质量提供有益的探索。,分析化学;图式理论;改革;教学方法,
13565,化工、石油产品及硅酸盐分析,本文是《分析试验室》定期评述中“化工、石油产品及硅酸盐分析”课题的第六次评述，它评述了１９９５年７月至１９９７年６月国内关于化工产品、石油产品、硅酸盐的分析进展情况，共引用文献６７５篇。,化工产品分析;石油产品分析;硅酸盐分析,
13566,国外分析化学教材的特色及启示,对国外分析化学教材《Ａｎａｌｙｔｉｃａｌ　Ｃｈｅｍｉｓｔｒｙ》的内容及体系结构进行分析与介绍，并指出我国分析化学教材存在的问题．,分析化学教材;比较;体系;结构,
13567,分析化学的发展与展望,综述了分析化学的发展 ，从生产实际和科学研究的需要出发展望了分析化学的发展趋势,分析化学;发展;展望,
